Feature 1,Feature 2,Absolute Correlation
Flow Byts/s,Idle Min,0.01723399930170216
Flow IAT Mean,Bwd Header Len,0.017212229656575217
Bwd IAT Std,FIN Flag Cnt,0.0170750024161129
Dst Port,Bwd IAT Min,0.01707136392742963
Pkt Len Min,Subflow Bwd Byts,0.017043738052904323
TotLen Bwd Pkts,Pkt Len Min,0.017043738052904323
Flow Byts/s,Bwd IAT Mean,0.016986519250717508
TotLen Bwd Pkts,PSH Flag Cnt,0.01691141712433985
PSH Flag Cnt,Subflow Bwd Byts,0.01691141712433985
Subflow Fwd Byts,Init Bwd Win Byts,0.01680455560054926
TotLen Fwd Pkts,Init Bwd Win Byts,0.01680455560054926
Bwd IAT Min,Fwd Seg Size Avg,0.01679580190056476
Fwd Pkt Len Mean,Bwd IAT Min,0.01679580190056476
Fwd Pkt Len Min,Bwd IAT Min,0.01674449553878283
TotLen Bwd Pkts,Fwd Pkt Len Min,0.01671313131822234
Fwd Pkt Len Min,Subflow Bwd Byts,0.01671313131822234
FIN Flag Cnt,URG Flag Cnt,0.016648172055657426
TotLen Fwd Pkts,TotLen Bwd Pkts,0.016587165687655885
TotLen Bwd Pkts,Subflow Fwd Byts,0.016587165687655885
TotLen Fwd Pkts,Subflow Bwd Byts,0.016587165687655885
Subflow Fwd Byts,Subflow Bwd Byts,0.016587165687655885
Flow Byts/s,Flow IAT Mean,0.016580374175073
Flow IAT Std,FIN Flag Cnt,0.01646140936871568
Flow Byts/s,RST Flag Cnt,0.016432897466372907
Flow Byts/s,ECE Flag Cnt,0.016432633743965298
Fwd IAT Mean,Fwd PSH Flags,0.016430933819140913
Fwd IAT Mean,SYN Flag Cnt,0.016430933819140913
Subflow Fwd Byts,Active Std,0.016410837710441422
TotLen Fwd Pkts,Active Std,0.016410837710441422
Fwd IAT Min,Active Mean,0.01636392703192258
Bwd IAT Max,FIN Flag Cnt,0.016342587981700577
Bwd Header Len,Fwd Pkts/s,0.016130774580044683
FIN Flag Cnt,Idle Max,0.015985763111875884
Flow IAT Mean,Bwd IAT Max,0.01590608642568146
Fwd IAT Std,FIN Flag Cnt,0.015893712784933376
FIN Flag Cnt,Idle Mean,0.01589085512438824
Bwd IAT Max,Fwd Seg Size Min,0.015862700035306616
Fwd IAT Mean,FIN Flag Cnt,0.015709284858147772
TotLen Bwd Pkts,Bwd Pkt Len Std,0.015558935429537457
Bwd Pkt Len Std,Subflow Bwd Byts,0.015558935429537457
Fwd IAT Mean,Active Max,0.015482669147894864
FIN Flag Cnt,Idle Min,0.015469726979433917
Flow IAT Mean,Bwd IAT Tot,0.015459855547856975
Flow Pkts/s,Idle Std,0.015377587110741026
Bwd IAT Mean,FIN Flag Cnt,0.015361881033322507
URG Flag Cnt,Active Mean,0.01528471617119209
Bwd IAT Min,Init Fwd Win Byts,0.015241824495085123
Bwd Header Len,Bwd Pkts/s,0.015187804393486085
Bwd Pkts/s,Active Min,0.015184440133642792
Fwd IAT Min,Subflow Bwd Pkts,0.015177201153750921
Tot Bwd Pkts,Fwd IAT Min,0.015177201153750921
Fwd Pkts/s,Active Min,0.015170580750639914
Flow IAT Min,Subflow Bwd Pkts,0.015091022641647396
Tot Bwd Pkts,Flow IAT Min,0.015091022641647394
Flow Pkts/s,Subflow Bwd Pkts,0.015057264301955468
Tot Bwd Pkts,Flow Pkts/s,0.015057264301955468
FIN Flag Cnt,RST Flag Cnt,0.014956103152525645
FIN Flag Cnt,ECE Flag Cnt,0.014955865134798454
Fwd IAT Mean,Bwd Header Len,0.014736362267462581
Bwd IAT Mean,Fwd Header Len,0.014645714433618996
Flow IAT Std,Subflow Bwd Pkts,0.014438858873167324
Tot Bwd Pkts,Flow IAT Std,0.014438858873167322
Fwd Pkt Len Mean,Pkt Len Min,0.014426677774658342
Pkt Len Min,Fwd Seg Size Avg,0.014426677774658338
Fwd IAT Mean,Subflow Fwd Pkts,0.014360025799050638
Tot Fwd Pkts,Fwd IAT Mean,0.014360025799050637
Flow Byts/s,Fwd IAT Min,0.014343704431063075
Flow IAT Mean,FIN Flag Cnt,0.014342901245683666
Flow IAT Mean,Subflow Bwd Pkts,0.014331728766397897
Tot Bwd Pkts,Flow IAT Mean,0.014331728766397893
Bwd IAT Max,Subflow Fwd Byts,0.014299134321595791
TotLen Fwd Pkts,Bwd IAT Max,0.014299134321595791
TotLen Fwd Pkts,Fwd IAT Tot,0.014104160574681925
Fwd IAT Tot,Subflow Fwd Byts,0.014104160574681925
Flow Byts/s,Flow IAT Min,0.014063394607773744
Bwd IAT Tot,Fwd PSH Flags,0.01404050871621144
Bwd IAT Tot,SYN Flag Cnt,0.01404050871621144
Flow Duration,TotLen Fwd Pkts,0.01400627805907618
Flow Duration,Subflow Fwd Byts,0.01400627805907618
Bwd IAT Min,PSH Flag Cnt,0.013997820655075507
Protocol,Pkt Size Avg,0.013981586044626551
Protocol,Flow Byts/s,0.013978288112473421
Flow IAT Max,PSH Flag Cnt,0.013949579816021651
RST Flag Cnt,Active Std,0.013867613586023465
ECE Flag Cnt,Active Std,0.013867047810388099
Flow IAT Min,Active Min,0.01384900966008583
Flow IAT Std,Bwd Header Len,0.013761889625307088
Fwd PSH Flags,Fwd Seg Size Min,0.013588484617685588
SYN Flag Cnt,Fwd Seg Size Min,0.013588484617685588
Flow IAT Mean,Idle Std,0.013481583829318055
Tot Bwd Pkts,Fwd Pkts/s,0.013412167026189931
Fwd Pkts/s,Subflow Bwd Pkts,0.013412167026189931
Bwd Pkts/s,Idle Std,0.013409246367891144
Fwd Pkts/s,Idle Std,0.013396255940682328
Flow Byts/s,Pkt Len Var,0.013387228865109025
Bwd IAT Std,Init Bwd Win Byts,0.01320187737298351
Bwd Pkts/s,ACK Flag Cnt,0.0129346407532516
Flow Pkts/s,Bwd IAT Min,0.012783896427576751
Bwd IAT Min,Active Mean,0.012752146903377583
Fwd IAT Min,Active Min,0.012664569748800094
Bwd IAT Max,SYN Flag Cnt,0.012649101707586307
Bwd IAT Max,Fwd PSH Flags,0.012649101707586307
Bwd IAT Min,Fwd Act Data Pkts,0.012621365745207936
Bwd Pkts/s,Subflow Bwd Pkts,0.012541063339033506
Tot Bwd Pkts,Bwd Pkts/s,0.012541063339033503
Dst Port,Subflow Fwd Byts,0.012379340173428408
Dst Port,TotLen Fwd Pkts,0.012379340173428408
Fwd IAT Min,FIN Flag Cnt,0.01237048967425574
Dst Port,Active Mean,0.012228276359618345
Flow IAT Min,FIN Flag Cnt,0.012107814914055213
Tot Bwd Pkts,Fwd IAT Mean,0.012104249772380319
Fwd IAT Mean,Subflow Bwd Pkts,0.012104249772380319
TotLen Fwd Pkts,Fwd IAT Std,0.01210399681781187
Fwd IAT Std,Subflow Fwd Byts,0.012103996817811867
Bwd IAT Min,Active Min,0.012081539412600345
Bwd IAT Min,Pkt Len Var,0.0120644566964212
Fwd Seg Size Avg,Idle Min,0.0120211993512911
Fwd Pkt Len Mean,Idle Min,0.0120211993512911
Dst Port,TotLen Bwd Pkts,0.011977457098653646
Dst Port,Subflow Bwd Byts,0.011977457098653646
Subflow Fwd Byts,Active Mean,0.011912826948164403
TotLen Fwd Pkts,Active Mean,0.011912826948164403
Subflow Fwd Pkts,Init Bwd Win Byts,0.011859570833518114
Tot Fwd Pkts,Init Bwd Win Byts,0.011859570833518114
Flow IAT Min,Idle Std,0.011857654120240762
TotLen Bwd Pkts,Fwd IAT Std,0.011837904743219293
Fwd IAT Std,Subflow Bwd Byts,0.011837904743219291
Fwd PSH Flags,FIN Flag Cnt,0.01180842105673309
FIN Flag Cnt,SYN Flag Cnt,0.01180842105673309
Bwd Pkt Len Min,Flow Byts/s,0.011793847147330666
Flow IAT Min,Bwd IAT Min,0.01173921312172339
Bwd IAT Min,URG Flag Cnt,0.011696068918292493
Bwd IAT Mean,Init Fwd Win Byts,0.011488955541187392
Fwd Pkt Len Mean,Flow IAT Max,0.011403333832942517
Flow IAT Max,Fwd Seg Size Avg,0.011403333832942508
ECE Flag Cnt,Subflow Fwd Byts,0.011197492615751434
TotLen Fwd Pkts,ECE Flag Cnt,0.011197492615751434
TotLen Fwd Pkts,RST Flag Cnt,0.01119703380433075
RST Flag Cnt,Subflow Fwd Byts,0.01119703380433075
Bwd IAT Min,Bwd Pkts/s,0.011147591192487144
Bwd IAT Min,Fwd Pkts/s,0.011136729560064729
Bwd IAT Max,RST Flag Cnt,0.010956246263483817
Bwd IAT Max,ECE Flag Cnt,0.010954632056074238
URG Flag Cnt,Subflow Fwd Byts,0.010950834901443914
TotLen Fwd Pkts,URG Flag Cnt,0.010950834901443914
Bwd IAT Std,Subflow Bwd Byts,0.010950394144103454
TotLen Bwd Pkts,Bwd IAT Std,0.010950394144103454
Flow Byts/s,Fwd Seg Size Avg,0.010728328742955501
Fwd Pkt Len Mean,Flow Byts/s,0.010728328742955498
TotLen Fwd Pkts,Bwd IAT Std,0.010674466142824806
Bwd IAT Std,Subflow Fwd Byts,0.010674466142824806
Fwd Seg Size Avg,Subflow Bwd Byts,0.010595649856896646
Fwd Pkt Len Mean,Subflow Bwd Byts,0.010595649856896646
TotLen Bwd Pkts,Fwd Seg Size Avg,0.01059564985689664
TotLen Bwd Pkts,Fwd Pkt Len Mean,0.01059564985689664
Bwd IAT Min,Active Max,0.010126829114001276
Fwd PSH Flags,Active Std,0.010112065839318266
SYN Flag Cnt,Active Std,0.010112065839318266
Dst Port,Idle Std,0.01004503050366086
Flow IAT Mean,Bwd IAT Std,0.010004732710725849
Bwd IAT Std,RST Flag Cnt,0.009991740278968863
Bwd IAT Std,ECE Flag Cnt,0.009990033296373779
URG Flag Cnt,Active Min,0.009774480157123304
Bwd IAT Mean,Bwd Header Len,0.009702040582732344
SYN Flag Cnt,Idle Std,0.009685989432160777
Fwd PSH Flags,Idle Std,0.009685989432160777
Fwd IAT Min,Idle Std,0.009671315027533243
Flow Byts/s,Active Max,0.009574534855472891
Fwd IAT Std,Fwd Seg Size Min,0.009565798916127622
Bwd Pkts/s,FIN Flag Cnt,0.009467916146361489
Flow IAT Std,Init Fwd Win Byts,0.00926608642513505
Flow Duration,Fwd PSH Flags,0.009250184149508522
Flow Duration,SYN Flag Cnt,0.009250184149508522
Flow Byts/s,Fwd Seg Size Min,0.009162917844181709
ECE Flag Cnt,Active Max,0.009155297453645532
RST Flag Cnt,Active Max,0.00915422057230568
Flow Pkts/s,Subflow Fwd Byts,0.008929676902596087
TotLen Fwd Pkts,Flow Pkts/s,0.008929676902596086
Flow Byts/s,Pkt Len Min,0.008894985181112591
Subflow Fwd Byts,Active Min,0.008812691505954507
TotLen Fwd Pkts,Active Min,0.008812691505954507
URG Flag Cnt,Subflow Bwd Byts,0.008729075332044756
TotLen Bwd Pkts,URG Flag Cnt,0.008729075332044754
FIN Flag Cnt,Active Max,0.008570510743150914
Fwd Header Len,FIN Flag Cnt,0.008493957051649905
Fwd IAT Min,Subflow Fwd Byts,0.00843422943967886
TotLen Fwd Pkts,Fwd IAT Min,0.00843422943967886
Fwd Seg Size Avg,Idle Mean,0.008364213715016926
Fwd Pkt Len Mean,Idle Mean,0.008364213715016926
Flow Byts/s,Down/Up Ratio,0.0083348971361094
TotLen Fwd Pkts,Flow IAT Min,0.008306682884856392
Flow IAT Min,Subflow Fwd Byts,0.008306682884856392
Bwd IAT Mean,Subflow Bwd Pkts,0.008268900698296132
Tot Bwd Pkts,Bwd IAT Mean,0.00826890069829613
URG Flag Cnt,Idle Std,0.008149788810575659
RST Flag Cnt,Idle Std,0.008100617685307121
ECE Flag Cnt,Idle Std,0.008100230246902275
TotLen Fwd Pkts,Flow IAT Std,0.00805974615916863
Flow IAT Std,Subflow Fwd Byts,0.008059746159168628
Tot Fwd Pkts,FIN Flag Cnt,0.007885324262225404
FIN Flag Cnt,Subflow Fwd Pkts,0.0078853242622254
TotLen Fwd Pkts,Bwd Pkts/s,0.007811912400982347
Bwd Pkts/s,Subflow Fwd Byts,0.007811912400982346
TotLen Fwd Pkts,Fwd Pkts/s,0.0077664866099750205
Fwd Pkts/s,Subflow Fwd Byts,0.0077664866099750205
Flow Byts/s,Active Std,0.007752066747145842
Flow IAT Mean,Subflow Fwd Byts,0.007700646771351163
TotLen Fwd Pkts,Flow IAT Mean,0.007700646771351163
Fwd IAT Tot,Fwd PSH Flags,0.007532809926125853
Fwd IAT Tot,SYN Flag Cnt,0.007532809926125853
Fwd Pkt Len Std,Subflow Bwd Byts,0.007470551855489956
TotLen Bwd Pkts,Fwd Pkt Len Std,0.007470551855489956
Flow Byts/s,Fwd Header Len,0.007405613341553784
Tot Fwd Pkts,ECE Flag Cnt,0.007287088095213951
ECE Flag Cnt,Subflow Fwd Pkts,0.00728708809521395
RST Flag Cnt,Subflow Fwd Pkts,0.007286183361672879
Tot Fwd Pkts,RST Flag Cnt,0.007286183361672879
Subflow Fwd Byts,Idle Max,0.007279649091244607
TotLen Fwd Pkts,Idle Max,0.007279649091244607
Flow Pkts/s,Subflow Bwd Byts,0.007224136028418335
TotLen Bwd Pkts,Flow Pkts/s,0.007224136028418335
Bwd IAT Mean,Down/Up Ratio,0.00717486074053784
Flow Byts/s,Active Mean,0.007149023481293629
FIN Flag Cnt,Active Std,0.007061994201958921
Fwd PSH Flags,Bwd Pkts/s,0.006973286103117232
Bwd Pkts/s,SYN Flag Cnt,0.006973286103117232
Flow IAT Mean,Subflow Bwd Byts,0.0069697106988772005
TotLen Bwd Pkts,Flow IAT Mean,0.0069697106988772005
TotLen Fwd Pkts,Idle Mean,0.006891526152291595
Subflow Fwd Byts,Idle Mean,0.006891526152291595
TotLen Bwd Pkts,Fwd IAT Min,0.006810794626087332
Fwd IAT Min,Subflow Bwd Byts,0.006810794626087332
Flow IAT Min,Subflow Bwd Byts,0.006681923865718545
TotLen Bwd Pkts,Flow IAT Min,0.006681923865718545
Tot Fwd Pkts,Flow Byts/s,0.006604911109571983
Flow Byts/s,Subflow Fwd Pkts,0.006604911109571983
Bwd IAT Min,Down/Up Ratio,0.006604246065587345
Fwd IAT Mean,Subflow Fwd Byts,0.006539203131518129
TotLen Fwd Pkts,Fwd IAT Mean,0.006539203131518129
Fwd IAT Max,Fwd PSH Flags,0.006457269724222794
Fwd IAT Max,SYN Flag Cnt,0.006457269724222794
Fwd Seg Size Min,Active Max,0.006424160057414658
FIN Flag Cnt,Active Mean,0.006319921329470329
Fwd IAT Mean,Subflow Bwd Byts,0.0063084290428872085
TotLen Bwd Pkts,Fwd IAT Mean,0.0063084290428872085
TotLen Bwd Pkts,Fwd Pkts/s,0.006299693678631735
Fwd Pkts/s,Subflow Bwd Byts,0.006299693678631735
TotLen Bwd Pkts,Bwd Pkts/s,0.006286756472371841
Bwd Pkts/s,Subflow Bwd Byts,0.006286756472371841
Subflow Fwd Byts,Idle Min,0.006271805436479989
TotLen Fwd Pkts,Idle Min,0.006271805436479989
Fwd Seg Size Min,Active Min,0.006217143789041122
Flow IAT Std,Subflow Bwd Byts,0.006123633758263271
TotLen Bwd Pkts,Flow IAT Std,0.006123633758263269
Fwd Seg Size Min,Active Mean,0.006118115159762065
Init Fwd Win Byts,Idle Std,0.005929669443696504
Fwd PSH Flags,Active Max,0.005778184092715032
SYN Flag Cnt,Active Max,0.005778184092715032
Flow Byts/s,Active Min,0.005750988951294324
Fwd IAT Max,Subflow Fwd Byts,0.005713022208216725
TotLen Fwd Pkts,Fwd IAT Max,0.005713022208216725
TotLen Bwd Pkts,RST Flag Cnt,0.005571003314146679
RST Flag Cnt,Subflow Bwd Byts,0.005571003314146677
TotLen Bwd Pkts,ECE Flag Cnt,0.005570846044572316
ECE Flag Cnt,Subflow Bwd Byts,0.005570846044572316
TotLen Fwd Pkts,Idle Std,0.005553765793110382
Subflow Fwd Byts,Idle Std,0.005553765793110382
Subflow Bwd Byts,Init Bwd Win Byts,0.005508571885133515
TotLen Bwd Pkts,Init Bwd Win Byts,0.005508571885133515
Bwd Header Len,FIN Flag Cnt,0.00549059103374618
Pkt Len Var,Down/Up Ratio,0.005460105309264574
Bwd IAT Mean,RST Flag Cnt,0.005393379323198002
Bwd IAT Mean,ECE Flag Cnt,0.005391789754399227
Flow Byts/s,Subflow Fwd Byts,0.005342265862643937
TotLen Fwd Pkts,Flow Byts/s,0.005342265862643936
Fwd IAT Mean,Active Mean,0.005339267668075778
Init Fwd Win Byts,Idle Max,0.0052912902773955455
Flow IAT Max,Subflow Fwd Byts,0.005239868118168474
TotLen Fwd Pkts,Flow IAT Max,0.005239868118168474
Pkt Len Mean,Fwd Seg Size Min,0.00515680176122423
Flow Byts/s,Idle Std,0.005117034046739728
FIN Flag Cnt,Active Min,0.005037734313183331
Bwd IAT Min,Fwd Header Len,0.004991588413670222
Fwd Seg Size Avg,Idle Max,0.004913774953700743
Fwd Pkt Len Mean,Idle Max,0.004913774953700743
Flow Pkts/s,PSH Flag Cnt,0.004809097148732814
FIN Flag Cnt,Fwd Seg Size Min,0.004805923051256158
Flow Byts/s,Bwd Header Len,0.0047984874587903275
Subflow Bwd Byts,Fwd Seg Size Min,0.0047042947992077125
TotLen Bwd Pkts,Fwd Seg Size Min,0.0047042947992077125
Bwd IAT Mean,Subflow Fwd Byts,0.0046553063831160655
TotLen Fwd Pkts,Bwd IAT Mean,0.004655306383116065
Init Fwd Win Byts,Idle Mean,0.004653191308554478
FIN Flag Cnt,Idle Std,0.004651547270829821
Dst Port,Active Min,0.004631632955966746
Flow Byts/s,FIN Flag Cnt,0.0046058204545428435
Bwd Header Len,Init Bwd Win Byts,0.004554666547182969
FIN Flag Cnt,Subflow Bwd Pkts,0.004519822361507135
Tot Bwd Pkts,FIN Flag Cnt,0.004519822361507135
Bwd Header Len,RST Flag Cnt,0.004385054698160344
Bwd Header Len,ECE Flag Cnt,0.004384477315833275
Flow Byts/s,Bwd IAT Min,0.004264054483718543
Bwd IAT Min,Init Bwd Win Byts,0.004139062254473164
Fwd Pkt Len Mean,Fwd IAT Max,0.003994410398567796
Fwd IAT Max,Fwd Seg Size Avg,0.0039944103985677945
Init Fwd Win Byts,Idle Min,0.003930681358287724
Bwd IAT Min,Active Std,0.003892248721379568
Bwd IAT Min,FIN Flag Cnt,0.0038340788883994116
Tot Bwd Pkts,Flow Byts/s,0.003793940255386638
Flow Byts/s,Subflow Bwd Pkts,0.003793940255386638
Bwd IAT Mean,Init Bwd Win Byts,0.0036909545962168235
Bwd IAT Std,Bwd IAT Min,0.003524168303213329
Bwd IAT Min,ECE Flag Cnt,0.003508676282285062
Bwd IAT Min,RST Flag Cnt,0.0035082077528109995
Init Fwd Win Byts,Active Min,0.0035009312180304454
Bwd IAT Min,Subflow Fwd Pkts,0.003480630974176991
Tot Fwd Pkts,Bwd IAT Min,0.00348063097417699
Init Bwd Win Byts,Active Max,0.003299942886922386
TotLen Fwd Pkts,Fwd PSH Flags,0.0032536173798372627
SYN Flag Cnt,Subflow Fwd Byts,0.0032536173798372627
Fwd PSH Flags,Subflow Fwd Byts,0.0032536173798372627
TotLen Fwd Pkts,SYN Flag Cnt,0.0032536173798372627
Bwd IAT Min,Bwd Header Len,0.003242097924861034
Flow IAT Max,SYN Flag Cnt,0.003193670596157947
Flow IAT Max,Fwd PSH Flags,0.003193670596157947
TotLen Bwd Pkts,Bwd Pkt Len Min,0.002955650150608056
Bwd Pkt Len Min,Subflow Bwd Byts,0.002955650150608054
Fwd IAT Std,Init Fwd Win Byts,0.002899220125275466
Init Fwd Win Byts,Active Std,0.0028724452164526656
TotLen Fwd Pkts,FIN Flag Cnt,0.002760788400442814
FIN Flag Cnt,Subflow Fwd Byts,0.0027607884004428136
Fwd Header Len,Init Bwd Win Byts,0.002670778415559799
Init Fwd Win Byts,Active Mean,0.002595234498699474
Bwd IAT Min,Subflow Bwd Pkts,0.0024749845553435996
Tot Bwd Pkts,Bwd IAT Min,0.0024749845553435996
RST Flag Cnt,Subflow Bwd Pkts,0.002432159256087516
Tot Bwd Pkts,RST Flag Cnt,0.0024321592560875146
ECE Flag Cnt,Subflow Bwd Pkts,0.002431658864930654
Tot Bwd Pkts,ECE Flag Cnt,0.0024316588649306537
Flow IAT Std,Fwd Seg Size Min,0.002405094282140908
Flow IAT Mean,Active Mean,0.0022910441669571967
Flow IAT Mean,Active Min,0.002240673448498467
TotLen Bwd Pkts,FIN Flag Cnt,0.0021897925760420702
FIN Flag Cnt,Subflow Bwd Byts,0.0021897925760420694
Bwd IAT Max,Init Fwd Win Byts,0.002162106067901388
TotLen Bwd Pkts,Bwd IAT Mean,0.0019365517973933483
Bwd IAT Mean,Subflow Bwd Byts,0.0019365517973933479
TotLen Bwd Pkts,Bwd IAT Min,0.0019341537471807414
Bwd IAT Min,Subflow Bwd Byts,0.0019341537471807408
Down/Up Ratio,Subflow Fwd Byts,0.0018402432306826866
TotLen Fwd Pkts,Down/Up Ratio,0.0018402432306826846
Fwd Seg Size Min,Active Std,0.0018339174572918045
Fwd IAT Max,PSH Flag Cnt,0.0017041683064724618
Flow IAT Mean,Active Max,0.001628419634446957
Fwd Header Len,ECE Flag Cnt,0.0015885073271229909
Fwd Header Len,RST Flag Cnt,0.0015876560995350918
TotLen Bwd Pkts,Flow Byts/s,0.0015585380672396313
Flow Byts/s,Subflow Bwd Byts,0.0015585380672396311
TotLen Fwd Pkts,Bwd IAT Min,0.0015005688007326623
Bwd IAT Min,Subflow Fwd Byts,0.0015005688007326623
Init Fwd Win Byts,Active Max,0.0013031091408701497
TotLen Bwd Pkts,ACK Flag Cnt,0.0012593116464923314
ACK Flag Cnt,Subflow Bwd Byts,0.0012593116464923305
SYN Flag Cnt,Active Min,0.0011932821055503037
Fwd PSH Flags,Active Min,0.0011932821055503037
Tot Bwd Pkts,Init Bwd Win Byts,0.0010922135444319065
Subflow Bwd Pkts,Init Bwd Win Byts,0.0010922135444319065
Fwd IAT Mean,Active Min,0.0007992137121136819
Bwd IAT Mean,Fwd Seg Size Min,0.000416061000548625
Bwd IAT Std,Init Fwd Win Byts,0.00039558383126958536
TotLen Bwd Pkts,Init Fwd Win Byts,0.00032453183472339666
Subflow Bwd Byts,Init Fwd Win Byts,0.00032453183472339666
Bwd IAT Tot,Init Fwd Win Byts,0.00032205641166972005
Flow IAT Mean,Active Std,0.00031652250318788667
Fwd Seg Size Min,Idle Std,0.00026412834960334663
SYN Flag Cnt,Active Mean,0.00011419021938322882
Fwd PSH Flags,Active Mean,0.00011419021938322882
ECE Flag Cnt,Init Fwd Win Byts,0.00010034080135306132
RST Flag Cnt,Init Fwd Win Byts,0.00010021091821347688
